scene_id,sentence_id,sentence_text,in_summary
9,17, [[Grissom]] so ... maybe nevins was just an unfortunate bystander,0
9,18, [[Grissom]] hit in the head by a falling roller coaster,0
9,19, [[Robbins]] the chicken little theory ?,0
9,20, [[Robbins]] but here 's the hitch,0
9,21, [[Robbins]] the others died roughly ten hours ago,0
9,22, [[Robbins]] mr nevins ' rigor mortis is fixed,1
9,23, [[Robbins]] body temp puts the time of his death approximately sixteen hours before the others -- right around 1:00 a.m,1
9,24, ( GRISSOM sighs . ),0
9,25, [[Grissom]] albert ... dead men do n't ride roller coasters,0
10,0, ( GRISSOM and SARA walk with WOODY . ),0
10,1, [[Grissom]] we 're going to need to see the underside of the loading platform,0
10,2," [[Woody]] oh , follow me",0
10,3, [[Woody]] rumor has it the park 's going to shut down pharaoh 's fever for good,0
10,4, [[Woody]] you know anything about that ?,0
10,5, [[Grissom]] no,0
10,6, [[Woody]] newspaper called it 'a death trap ' an 'accident waiting to happen ',0
10,7, [[Sara]] you disagree with that ?,0
10,8, ( They reach the platform . ),0
10,9, ( WOODY opens the gate . ),0
10,10," [[Woody]] well , she 's old and wrinkled , but i took good care of her",0
10,11, ( SARA and GRISSOM crawl under the platform . ),0
10,12," ( WOODY starts to follow them , but GRISSOM stops him . )",0
10,13," [[Grissom]] uh , woody ?",0
10,14, [[Grissom]] we 'd like to be alone,0
10,15, [[Woody]] holler if you need anything,0
10,16," ( He shuts the gate behind them , turns and leaves . )",0
10,17, ( GRISSOM and SARA both look at the coaster railings from under the platform . ),0
10,18," ( They envision the train cars rolling in , pausing , and rolling out . )",0
10,19, ( The cars vanish . ),0
10,20," [[Grissom]] well , easy access",0
10,21, [[Grissom]] wheels are in reach,0
10,22, [[Sara]] anyone could have loosened the nuts from down here,0
10,23, ( SARA sees something . ),0
10,24, [[Sara]] check this out,0
10,25," [[Sara]] is that lubricant , maybe ?",0
10,26, [[Grissom]] it 's a funny place for lubricant,0
10,27, [[Grissom]] it 's not even on the track,0
10,28, [[Sara]] i 'll swab it,0
10,29, ( SARA takes a sample . ),0
10,30, ( GRISSOM looks up when he hears the sound of metal upon metal in the wind . ),0
10,31," [[Grissom]] hey , look at that",0
10,32, [[Sara]] that 's worse than just a wrinkle,0
10,33, [[Woody]] it 's got a support beam under it,0
10,34," ( At the sound of his voice , they both turn and see WOODY peering at them through the grate . )",0
10,35, [[Woody]] it 's just a cosmetic problem,0
10,36," [[Sara]] sir , you need to step away",0
10,37, ( SARA opens the gate door and steps out from under the platform . ),0
10,38, ( GRISSOM follows her . ),0
10,39, [[Sara]] we need some time,0
10,40, [[Sara]] this is an active investigation,0
10,41, [[Grissom]] were you aware that that support beam was detached ?,0
10,42," [[Woody]] well , hell , yeah",0
10,43, [[Woody]] fixed it a half dozen times this year,0
10,44, [[Woody]] it 's in my maintenance log,0
10,45," [[Woody]] but like i said , that cross bar is supported by the metal beam",0
10,46," [[Woody]] but since my hours were cut back last november , i 've had to prioritize my 'fix-ums ' yeah , it 's really too back , but , uh , you know --",0
10,47, ( GRISSOM notices the wrench in WODDY 'S tool belt . ),0
10,48," ( He glances at SARA , then back at WOODY . )",0
10,49," [[Grissom]] woody , we 'd like to requisition your pipe wrench",0
10,50," [[Woody]] it 's , uh , not technically mine",0
10,51, [[Sara]] are you the only one that uses it ?,0
10,52," [[Woody]] yeah , but it 's the property of the park",0
10,53," [[Grissom]] well , i promise we 'll get it back to you",0
10,54, ( SARA takes out an evidence bag and WOODY puts his pipe wrench in it . ),0
10,55, [[Sara]] thank you,0
10,56," ( GRISSOM 'S phone rings , he answers it . )",0
10,57, [[Grissom]] yeah ?,0
11,0, ( NICK holds up a tweezer with the red fiber . ),0
11,1, [[Nick]] i 'm processing the dead park employee 's clothing,0
11,2, [[Nick]] the shirt and the pants are covered in red fibers,0
11,3, ( He looks through the scope at the fiber . ),0
11,4, [[Grissom]] anything distinctive ?,0
11,5," [[Nick]] well , they 're trilobal",0
11,6, [[Grissom]] very good,0
11,7," [[Grissom]] thanks , nick",0
11,8," [[Grissom]] well , we need to find a car with a red interior",0
12,0, ( GREG works on logging in the various car parts . ),0
12,1, [[Sara]] hi,0
12,2, ( He looks up and sees SARA walk in with GRISSOM . ),0
12,3, ( He gets to his feet . ),0
12,4, [[Greg]] the roller coaster broke into one hundred and six parts,0
12,5, [[Greg]] i just logged the final piece,0
12,6, [[Sara]] good work,0
12,7," [[Greg]] i found something a little unusual , for a roller coaster",0
12,8, ( GREG motions for them to follow him . ),0
12,9, ( He shows them the roller coaster car . ),0
12,10," [[Greg]] not a sailor , but a",0
12,11, [[Sara]] semen ?,1
12,12, [[Sara]] s*x on the roller coaster ?,0
12,13, [[Greg]] or some kid shaking hands with shorty,0
12,14, ( He grabs the ALS and shows it to them . ),0
12,15, [[Grissom]] the release of epinephrine and adrenaline while riding a roller coaster can produce a stimulatory effect,0
12,16, [[Grissom]] it enhances ejaculation,0
12,17, [[Greg]] right,0
12,18, [[Greg]] but is it probative to our investigation ?,0
12,19," [[Sara]] well , um , why do n't you swab a sample , and you can tell us",0
12,20," [[Grissom]] greg , do we know who the r.o",0
12,21, [[Grissom]] of this t-bird is ?,0
12,22, ( GREG grabs the registration papers and reads off the name . ),0
12,23, [[Greg]] uh ... jim nevins,1
12,24, [[Grissom]] the dead employee,1
12,25, [[Greg]] i did n't realize the cars were relevant to our investigation,0
12,26," [[Grissom]] everything 's relevant greg , until it 's not",0
12,27, ( GRISSOM and SARA both look into the car . ),0
12,28, ( SARA sees something in the trunk . ),0
12,29, [[Sara]] grissom,0
12,30, ( She takes out a glove and uses it to pick up the wrench . ),0
12,31, [[Sara]] take a look at this,0
12,32, ( She shows it to him . ),0
12,33, [[Grissom]] a pipe wrench,1
12,34, ( She turns it around and sees something else . ),0
12,35, [[Sara]] blood,1
12,36," [[Grissom]] greg , may i ?",0
12,37, ( He holds out his hand and GREG hands him the ALS . ),0
12,38, ( GRISSOM checks the back of the trunk and envisions the dead body over it . ),0
12,39, [[Grissom]] blood pool,1
12,40, ( End of vision . ),0
12,41, ( GRISSOM turns to look at SARA and GREG . ),0
12,42, [[Grissom]] camouflaged by the red carpet,0
12,43, [[Grissom]] that explains the autopsy findings,0
12,44, [[Grissom]] nevins may have never been in the roller coaster,0
12,45, [[Grissom]] possibly killed by that wrench and stuffed in his own trunk,0
12,46," [[Sara]] and , uh , then what ?",0
12,47," [[Sara]] a renegade roller coaster comes along sixteen hours later , and propels nevin 's body from the trunk to the blacktop ?",0
12,48, [[Grissom]] i 'm just following the evidence,0
12,49," [[Sara]] i 'll call brass , see if he can find an eyewitness that can place the car in the parking lot at the time of nevin 's death",0
13,0, ( BRASS re-interviews ZACK LAWRENCE . ),1
13,1," [[Zack_Lawrence]] uh , so , woody said that i might be able to help you with your investigation",0
13,2," [[Brass]] zack , you close up shop at the sphinx at night",1
13,3," [[Zack_Lawrence]] yeah , monday to friday",0
13,4," [[Zack_Lawrence]] uh , class till 3:00",0
13,5," [[Zack_Lawrence]] tutor kids in math till 5:00 , and then i head over to the park",0
13,6, [[Zack_Lawrence]] we close at 10:00,0
13,7, [[Brass]] did you notice any cars in the parking lot after closing on thursday night ?,1
13,8, [[Zack_Lawrence]] jimmy nevins,1
13,9, [[Zack_Lawrence]] his red t-bird was out there,0
13,10," [[Brass]] oh , you know jimmy ?",1
13,11," [[Zack_Lawrence]] yeah , sure ; pretty cool guy",0
13,12, [[Zack_Lawrence]] worked the bumper cars,0
13,13," [[Zack_Lawrence]] i still ca n't believe what happened , you know ?",0
13,14," [[Zack_Lawrence]] i mean , i must have rode that coaster , like , phew , a hundred times , maybe more",0
13,15," [[Zack_Lawrence]] anyway , sometimes jimmy stayed after closing",1
13,16, [[Brass]] why ?,0
13,17," [[Zack_Lawrence]] look , i 'm not trying to get anybody in trouble , but occasionally , jimmy would take his ... dates for rides on the fever , you know ?",1
13,18, [[Zack_Lawrence]] everybody knew about it,0
13,19, [[Zack_Lawrence]] it was really no big deal,0
13,20, [[Brass]] do you happen to know the name of his date on thursday night ?,1
13,21," [[Zack_Lawrence]] no , sorry",0
13,22, [[Brass]] how did jimmy get access to the park ?,1
13,23," [[Brass]] i mean , all the power is shut down at night",0
13,24, [[Zack_Lawrence]] the same key that opens up the men 's room door opens up all the power boxes at the park,0
13,25, [[Brass]] no kidding,0
13,26, [[Zack_Lawrence]] it 's just hanging outside woody 's office,0
13,27, [[Brass]] what about security ?,0
13,28, [[Zack_Lawrence]] nope,0
13,29, [[Zack_Lawrence]] night guy got laid off,0
13,30, [[Zack_Lawrence]] budget cuts last winter,0
13,31," [[Zack_Lawrence]] it 's not like anybody 's going break into an amusement park and steal a coaster , you know ?",0
14,0, ( DAVID goes over the findings with WARRICK . ),0
14,1, ( He shows WARRICK the x-ray . ),0
14,2, [[David_Phillips]] x-rayed tessa 's neck,0
14,3," [[David_Phillips]] blade appears to have perforated her fifth cervical intervertebral disc , lacerating the spinal cord",0
14,4, ( Quick CGI POV of : Close up of the back of TESSA 'S neck . ),0
14,5, ( The blade swipes across and -- her vertebrae snaps in two . ),0
14,6, ( End of CGI POV . ),0
14,7, ( Resume to present . ),0
14,8, [[David_Phillips]] type of trauma suggests we 're looking at asphyxia due to diaphragmatic paralysis,0
14,9, ( WARRICK leans in close . ),0
14,10, [[Warrick]] it looks like there 's soil inside of her wound,0
14,11," [[David_Phillips]] well , we did find her outside",0
14,12, [[Warrick]] right,0
14,13, [[Warrick]] should be soil around the wound,0
14,14," [[Warrick]] and on the wound , but not inside of it",0
14,15, ( WARRICK takes a swab sample of the wound . ),0
15,0, ( NICK works on taking mold samples of the wrench grips . ),0
15,1," ( He sets up a screw , takes a sample of the wrench grip on the screw and makes molds of the markings . )",0
15,2, ( He puts the samples under the scope and compares the two . ),0
15,3," [[Nick]] oh , i am the man",0
15,4, ( GRISSOM walks into the lab and hears him . ),0
15,5, [[Grissom]] are you ?,0
15,6, [[Nick]] i microsilled the pipe wrenches you and sara turned into evidence,0
15,7, [[Nick]] i excluded woody 's wrench,0
15,8, [[Nick]] take a look at the tool marks from the wrench found in the t-bird,0
15,9," [[Nick]] on the left , the sabotaged nut",0
15,10," [[Nick]] on the right , the test marks",0
15,11, ( GRISSOM looks through the scope and lines up the two samples . ),0
15,12, [[Grissom]] perfect match,0
15,13, [[Nick]] i have a theory maybe jim nevins sabotaged the roller coaster,0
15,14, ( Quick flashback to : JIM NEVINS loosens the screw on the coaster . ),0
15,15, ( End of flashback . ),0
15,16, ( Resume to present . ),0
15,17," [[Nick]] when he left the park , someone attacked him , grabbed his wrench and hit him over the head with it",0
15,18, ( Quick flashback to : SOMEONE drags JIM NEVINS body over to the car and dumps it into the trunk . ),0
15,19, ( He tosses the pipe wrench in the trunk with the body . ),0
15,20, ( End of flashback . ),0
15,21, ( Resume to present . ),0
15,22, [[Grissom]] did you any prints off the wrench ?,0
15,23, [[Nick]] i got a partial,0
15,24, [[Nick]] and i had a tech print the t-bird,0
15,25, [[Nick]] found two sets of prints on the trunk 's lid,0
15,26, ( GREG walks into the lab . ),0
15,27," [[Nick]] one belonged to the vic , the other unknown , but it did match the partial",0
15,28," ( Quick flashback to : SOMEONE closes the trunk , their hand lingering on the trunk hood . )",0
15,29, ( End of flashback . ),0
15,30, ( Resume to present . ),0
15,31, [[Greg]] that semen from the coaster 's cab was just processed in my lab,0
15,32," [[Greg]] all i can say is , nevins was a cad",0
15,33, [[Nick]] semen match the dead guy 's ?,0
15,34, [[Greg]] yup,0
15,35," [[Greg]] and sara spoke to brass , who says nevins was known for taking girls on private rides",0
15,36, [[Greg]] pharaoh 's fever was his spanish fly,0
15,37," [[Nick]] well , there goes my theory",0
15,38, [[Nick]] no one tampers with their s*x machine,0
16,0, ( SARA goes through the security camera pictures . ),0
16,1, ( NICK sits next to her at the table . ),0
16,2, [[Sara]] multitrack digital camera snaps photos of all the passengers,0
16,3," [[Sara]] the park finally sent over their computer , so i 'm scanning through the day of the accident",0
16,4," [[Nick]] can you go back in time , to the night before ?",0
16,5, [[Sara]] yeah,0
16,6, [[Sara]] why ?,0
16,7, [[Nick]] jim nevins may have been on that coaster,1
16,8, [[Nick]] i want to see if anyone was with him,0
16,9, ( SARA scrolls back and finds the photo of JIM NEVINS with a woman on the coaster . ),1
16,10, [[Nick]] oh,0
16,11, [[Nick]] so much for safe s*x,0
16,12, [[Sara]] who 's the girl ?,0
16,13, [[Nick]] reverse one more pic,0
16,14," ( SARA goes back a couple of pictures and sees JIM NEVINS and his date side by side in the coaster , both their arms raised as they enjoy the ride . )",0
16,15," [[Nick]] now , that picture 's worth five bucks",0
16,16, [[Sara]] last time stamp of the night was 12:45 a.m. coroner placed nevins ' t.o.d at 1:00 a.m,0
16,17, [[Nick]] we need to find that girl,0
17,0, ( CATHERINE gets out of the car . ),0
17,1, ( WARRICK is already there . ),0
17,2, [[Catherine]] hey,0
17,3, [[Catherine]] got your page,0
17,4, [[Catherine]] what 's up ?,0
17,5," [[Warrick]] tessa press took the bus to and from school , not far from here",0
17,6, [[Catherine]] mm-hmm,0
17,7, [[Warrick]] i showed her picture to the mini-mart manager,0
17,8, [[Warrick]] she remembers seeing her the day that she was killed,0
17,9, ( CATHERINE looks around and sees a lot of kids there hanging out after school . ),0
17,10, [[Catherine]] wow,0
17,11, [[Catherine]] this place is crawling with kids,0
17,12, [[Catherine]] she remembers her ?,0
17,13, [[Warrick]] she says she came in every afternoon and bought a little debbie and a soda,0
17,14," [[Catherine]] have we tracked down her friend , carrie ?",0
17,15," [[Warrick]] officer ray did speak with carrie and her parents , and they confirmed that tessa sleeps at least two nights a week over their place",0
17,16, [[Catherine]] and was she supposed to sleep over the day that she was killed ?,0
17,17, [[Warrick]] i do n't think they had any kind of a schedule,0
17,18," [[Warrick]] she would just show up , and when she did n't , they 'd assumed that she was at home",0
17,19, ( CATHERINE sees the security camera . ),0
17,20, ( She points to it . ),0
17,21, [[Catherine]] warrick,0
17,22, [[Warrick]] i 've already secured the footage,0
